city,district,dizh,jingwd,name,province,province_city
唐山市,古冶区,唐山市古冶区唐家庄爱民花苑4辆楼底商10号,"118.462029,39.745586",唐山市古冶区鑫鹏电器维修中心,河北省,河北省唐山市
唐山市,开平区,唐山市开平区东城路与普光道交叉口50米,"118.271175,39.674665",唐山高新技术产业园区震宇家用电器修理部,河北省,河北省唐山市
唐山市,丰南区,河北省唐山市路丰南区御稻街银丰派出所对面西行300米,"118.098304,39.524563",唐山市丰南区黄各庄镇秋秋家电维修部,河北省,河北省唐山市
唐山市,丰润区,河北省唐山市丰润区韩城镇南关村,"118.059846,39.636833",唐山市恒菱商贸有限公司,河北省,河北省唐山市
唐山市,滦县,滦县新城人民东路与平青大交叉口农资大院内,"118.688011,39.844698",滦县鑫滦海电器有限责任公司,河北省,河北省唐山市
唐山市,滦县,唐山市丰润区北关电视台北100米,"118.701401,39.740167",唐山市丰润区王宏家电门市部,河北省,河北省唐山市
唐山市,滦县,唐山市滦县西坨子头村,"118.675173,39.751469",唐山市古冶区信诺家电维修部A0,河北省,河北省唐山市
唐山市,滦县,河北省唐山市滦县新城农资市场D区72号,"118.687304,39.749039",滦县新城声宝电器维修部,河北省,河北省唐山市
唐山市,丰润区,丰润区金泰花园新丰A1楼2门101室,"118.141797,39.828974",唐山市丰润区润欣家用电器维修部,河北省,河北省唐山市
唐山市,丰润区,河北省唐山市路北区高新技术产业园区老庄子镇老庄子镇锦绣花园底商,"118.102901,39.713643",唐山市开平区诚信电器经销处,河北省,河北省唐山市
唐山市,迁西县,迁西县兴城镇桃源街一街顺丰快递旁边,"118.309152,40.141201",遵化市现代制冷电器维修部C4,河北省,河北省唐山市
秦皇岛市,海港区,秦皇岛市海港区文坛路82号海尔专卖店,"119.547358,39.916898",秦皇岛尊诺商贸有限公司,河北省,河北省秦皇岛市
秦皇岛市,山海关区,河北省秦皇岛市山海关区北肖庄,"119.784454,40.028178",秦皇岛玺创商贸有限公司,河北省,河北省秦皇岛市
秦皇岛市,山海关区,河北秦皇岛市山海关山桥家园3-6,"119.746207,39.994774",山海关区群赢电器维修部,河北省,河北省秦皇岛市
秦皇岛市,昌黎县,河北省秦皇岛市昌黎县4街老农机公司院内,"119.162694,39.712813",昌黎县昌海交电有限责任公司,河北省,河北省秦皇岛市
秦皇岛市,抚宁区,秦皇岛市抚宁县南戴河宁海道与新开路,"119.414821,39.801600",秦皇岛林帮贸易有限公司,河北省,河北省秦皇岛市
邯郸市,邯山区,邯郸市邯山区滏园新村4号院10-3-1,"114.514654,36.592159",邯郸县博盛家电制冷维修部XZ,河北省,河北省邯郸市
邯郸市,邯郸县,河北省邯郸市邯郸县南堡乡北堡杨村,"114.517726,36.576896",邯郸县代召乡大乐堡辰钵家电经销处XZ,河北省,河北省邯郸市
邯郸市,丛台区,河北省邯郸市丛台区东风街祥居苑,"114.484085,36.616758",邯郸市磊东贸易有限公司,河北省,河北省邯郸市
邯郸市,丛台区,河北省邯郸市磁县朝阳路海尔专卖,"114.511094,36.609248",磁县易天电器有限公司,河北省,河北省邯郸市
邯郸市,丛台区,河北省邯郸市丛台区新兴大街210号,"114.498664,36.628457",邯郸市正信电器有限公司,河北省,河北省邯郸市
邯郸市,丛台区,河北省邯郸市丛台区陵西南大街回车巷文化广场1号,"114.485789,36.606680",邯郸市邯山晨飞商贸有限公司,河北省,河北省邯郸市
邯郸市,丛台区,河北省邯郸市丛台区新兴大街210号,"114.498664,36.628457",邯郸市正信电器有限公司,河北省,河北省邯郸市
邯郸市,丛台区,河北省邯郸市丛台区北仓路安居小区9-12号,"114.490813,36.638264",邯郸市儒雅商贸有限公司,河北省,河北省邯郸市
邯郸市,丛台区,河北省邯郸市丛台区东风街祥居苑2号楼2单元一楼东户,"114.483559,36.616904",邯郸市丛台英磊家电维修有限公司,河北省,河北省邯郸市
邯郸市,临漳县,河北邯郸临漳县转盘南行150米路东海尔苍库,"114.619536,36.335026",临漳县炉耳庄付强家电维修店,河北省,河北省邯郸市
邯郸市,临漳县,河北省邯郸市临漳县转盘南100米路南,"114.619536,36.335026",临漳县阳光电器有限公司,河北省,河北省邯郸市
邯郸市,临漳县,河北省邯郸市临漳县新邺市场54号,"114.613522,36.332076",临漳县新邺市场利风家电制冷维修服务中心XZ,河北省,河北省邯郸市
邯郸市,复兴区,邯郸市复兴区人民西路王朗新村永居巷37号,"114.454483,36.614415",邯郸市瑞铁贸易有限公司,河北省,河北省邯郸市
邯郸市,峰峰矿区,河北邯郸峰峰矿区市区后马路火车站北100米,"114.214424,36.425357",邯郸市峰峰新市区峰程家电维修门市XZ,河北省,河北省邯郸市
邯郸市,峰峰矿区,河北省邯郸市峰峰矿区彭城镇彭泰佳苑对面,"114.186176,36.424865",邯郸市峰峰嘉诺家电维修有限责任公司,河北省,河北省邯郸市
邯郸市,峰峰矿区,河北省邯郸市峰峰矿区彭城镇二级站家属院,"114.187854,36.422560",邯郸市峰峰兴隆电器维修有限公司,河北省,河北省邯郸市
邯郸市,成安县,河北省邯郸市成安县成肥路62号,"114.703339,36.447342",成安县彩霞家电门市,河北省,河北省邯郸市
邯郸市,成安县,河北省成安县龙源名城1-5-10,"114.686774,36.434707",成安县城镇圆开家电门市,河北省,河北省邯郸市
邯郸市,成安县,河北省邯郸市成安县富康路,"114.678517,36.451060",成安县融开商贸有限公司,河北省,河北省邯郸市
邯郸市,成安县,河北省邯郸市成安县成肥路38号,"114.703339,36.447342",成安县金河商贸有限公司,河北省,河北省邯郸市
邯郸市,广平县,河北省邯郸市广平县东城路南段,"114.947977,36.476157",广平县鑫书家电维修有限公司,河北省,河北省邯郸市
邯郸市,广平县,河北省邯郸市广平县东城路中段路东,"114.949083,36.479664",广平县忠信电器服务中心,河北省,河北省邯郸市
邯郸市,广平县,河北省邯郸市广平县人民路中段路南,"114.948639,36.481521",广平县腾宇家电维修部,河北省,河北省邯郸市
邯郸市,大名县,河北省邯郸市大名县天雄路东段,"115.170933,36.290822",大名县迅达家电维修有限公司,河北省,河北省邯郸市
邯郸市,大名县,河北省邯郸市大名县大名镇府西街南段,"115.154094,36.292645",大名县文宇家电服务有限公司,河北省,河北省邯郸市
邯郸市,永年县,河北邯郸永年县北李固永年高速路旁,"114.550582,36.749078",永年县冯杨庄光伟家电经销服务部,河北省,河北省邯郸市
邯郸市,永年县,河北省邯郸市永年县临名关富强路阳光林森家具楼下海尔星级服务中心（玫瑰园北边）,"114.501715,36.771716",永年县海顺贸易有限公司,河北省,河北省邯郸市
邯郸市,永年县,河北省邯郸市永年县临名关富强路阳光林森家具楼下海尔星级服务中心（玫瑰园北边）,"114.501715,36.771716",永年县海顺贸易有限公司,河北省,河北省邯郸市
邯郸市,涉县,河北省邯郸市涉县新城区文化广场对面,"113.684474,36.578179",涉县开发区申庆制冷有限公司,河北省,河北省邯郸市
邯郸市,涉县,河北邯郸涉县韩王街老进修校门口,"113.676892,36.559536",涉县华旭电器售后服务部,河北省,河北省邯郸市
邯郸市,涉县,河北省邯郸市涉县城关镇韩王街老看守所对面,"113.677710,36.560360",涉县华银电器售后服务部,河北省,河北省邯郸市
邯郸市,磁县,河北省邯郸市磁县迎宾路,"114.383944,36.352122",磁县瑞平家电门市XZ,河北省,河北省邯郸市
邯郸市,磁县,磁县学斌家电维修门市XZ,"114.373947,36.374012",磁县学斌家电维修门市XZ,河北省,河北省邯郸市
邯郸市,磁县,河北省邯郸市磁县朝阳路与振兴路交叉口东行100米路南,"114.380023,36.371008",磁县树军家电维修中心XZ,河北省,河北省邯郸市
邯郸市,邱县,河北省邯郸市邱县迎宾街52号,"115.177595,36.818074",邱县宏源家电有限责任公司,河北省,河北省邯郸市
邯郸市,鸡泽县,河北省邯郸市鸡泽县中长街卫生路口如意家电维修部,"114.875276,36.921213",鸡泽县如意家电维修有限公司,河北省,河北省邯郸市
邯郸市,馆陶县,河北邯郸馆陶县文卫街中段,"115.287188,36.547000",馆陶县三联制冷设备维修部,河北省,河北省邯郸市
邯郸市,馆陶县,河北省邯郸市馆陶县文卫东街32号,"115.295499,36.538959",馆陶县三和家电售后服务部,河北省,河北省邯郸市
邯郸市,魏县,河北省邯郸市魏县望远北街487号,"114.930722,36.373826",魏县翔宇家电维修有限公司,河北省,河北省邯郸市
邯郸市,魏县,河北省邯郸市魏县县城酒类市场,"114.948151,36.349966",魏县万富隆家电维修有限公司,河北省,河北省邯郸市
邯郸市,曲周县,河北省邯郸市曲周县公仆路电力小区南门,"114.962326,36.766041",曲周县阳光商贸有限公司,河北省,河北省邯郸市
邯郸市,武安市,河北省邯郸市武安市武安镇放射路,"114.185897,36.699689",武安市武安镇浩轩家电经营部XZ,河北省,河北省邯郸市
邯郸市,武安市,河北省邯郸市武安市北环路骈山路口三峰车队院内,"114.269766,36.849589",武安市龙舞商贸有限公司,河北省,河北省邯郸市
邯郸市,武安市,河北省邯郸市武安市四街,"114.102919,36.719125",武安市源远商贸有限公司,河北省,河北省邯郸市
邯郸市,武安市,河北省邯郸市武安市北环路三峰车队院内,"114.269766,36.849589",武安市聚汇元商贸有限公司,河北省,河北省邯郸市
邢台市,桥东区,河北省邢台市桥西区冷库街,"114.492063,37.061198",桥西区庆跃家电维修服务部,河北省,河北省邢台市
邢台市,桥东区,河北省邢台市南园路196号,"114.495407,37.056931",邢台海悦家电有限公司,河北省,河北省邢台市
邢台市,桥东区,河北省邢台市桥东区南羊市道20号,"114.503005,37.056438",邢台海江家电有限公司,河北省,河北省邢台市
邢台市,桥西区,河北省邢台市南宫市东大街,"114.484989,37.048845",南宫市众友电子有限公司,河北省,河北省邢台市
邢台市,桥西区,河北省邢台市桥西区建设路华天超市院内40号,"114.476303,37.055035",邢台市腾跃电器贸易有限公司,河北省,河北省邢台市
邢台市,桥西区,河北省邢台市桥西区兴达路573号(原团结西大街40号,"114.492292,37.092779",邢台达尔商贸有限公司,河北省,河北省邢台市
邢台市,邢台县,河北邢台市邢台县晏家屯镇苏家屯村村西口,"114.583703,37.101654",邢台县晏家屯诚信家电门市XZ,河北省,河北省邢台市
邢台市,邢台县,河北省邢台市邢台县黄寺镇,"114.561132,37.050730",邢台县皇寺玉辉家电门市,河北省,河北省邢台市
邢台市,临城县,河北省邢台市临城县城兴临街66号,"114.505931,37.445236",临城县时代家电有限公司,河北省,河北省邢台市
邢台市,临城县,河北省邢台市临城县兴临街头,"114.505931,37.445236",临城县恒隆家电营销部,河北省,河北省邢台市
邢台市,任县,河北省邢台市任县东环路,"114.693234,37.118681",任县诚信家电服务有限公司A,河北省,河北省邢台市
邢台市,任县,河北省邢台市任县通顺街31号,"114.677048,37.119210",任县世纪家电商场,河北省,河北省邢台市
邢台市,任县,河北省邢台市任县东环路,"114.693234,37.118681",任县诚信家电服务有限公司A,河北省,河北省邢台市
邢台市,内丘县,河北省邢台市内丘县城解放路欣雅颐园东邻50路北,"114.519060,37.295036",内丘县弘合家电销售有限公司,河北省,河北省邢台市
邢台市,内丘县,河北省邢台市内丘县107国道,"114.539182,37.317394",内丘县三锐家用电器经销部,河北省,河北省邢台市
邢台市,南和县,河北省邢台市南和县和阳大街西段南侧,"114.679008,37.004675",南和县鸿运家电维修部XZ,河北省,河北省邢台市
邢台市,南和县,河北省邢台市南和县和阳镇和阳大街汽车站东50米路南,"114.698515,37.004551",南和县宏顺家电维修部,河北省,河北省邢台市
邢台市,柏乡县,河北省邢台市新河县迎宾路,"114.677109,37.476972",新河县中杰家电维修门市,河北省,河北省邢台市
邢台市,柏乡县,河北省邢台市柏乡县东环路法院北侧,"114.697644,37.495426",柏乡县时尚电器有限公司,河北省,河北省邢台市
邢台市,隆尧县,河北省邢台市隆尧县隆尧镇象城街中段路西,"114.772318,37.348231",隆尧县海成顺商贸有限公司,河北省,河北省邢台市
邢台市,隆尧县,河北省邢台市隆尧县新兴市场52号,"114.790074,37.356335",隆尧县隆骐电器商贸有限公司,河北省,河北省邢台市
